date;br_exchange;br_inflation;us_inflation;br_gdp;us_gdp;br_interest;us_interest;br_m1;us_m1;br_gap;us_gap
2022-03-01;4,7372;6315,93;287,504;838831900000;6271747074820,15;11,75;0,20;602964529000;2,08026e+13;1,125731025921934;1,094835541095349
2022-04-01;4,9185;6382,88;289,109;819721100000;6352981999999,55;11,75;0,33;610803461000;2,08208e+13;1,210198814051461;1,157703003187161
2022-05-01;4,7283;6412,88;292,296;825957000000;6385065016426,62;12,75;0,77;602960596000;2,05433e+13;1,204710206996642;1,127475610965787
2022-06-01;5,2374;6455,85;296,311;826159300000;6435847890355,73;13,25;1,21;609435478000;2,05411e+13;1,156175731065430;1,103078007065804
2022-07-01;5,1878;6411,95;296,276;853011000000;6439153999999,70;13,25;1,68;603734003000;2,04832e+13;1,109887699772736;1,087366093905613
2022-08-01;5,1784;6388,87;296,171;853786900000;6538563006349,80;13,75;2,33;603313056000;2,03950e+13;1,128542945966305;1,088237680974792
2022-09-01;5,4060;6370,34;296,808;836846900000;6587349622389,64;13,75;2,56;606755327000;2,02470e+13;1,109646004700853;1,084788181553773
2022-10-01;5,2564;6407,93;298,012;855801700000;6655020000000,57;13,75;3,08;597532125000;2,00583e+13;1,093157457417531;1,087180889360893
2022-11-01;5,2935;6434,20;297,711;859384400000;6589195476430,87;13,75;3,78;606868801000;1,99651e+13;1,085747936404901;1,095094316394923
2022-12-01;5,2171;6474,09;296,797;868939600000;6518590775694,81;13,75;4,10;645798347000;1,98798e+13;1,086946316575474;1,091533601479382
2023-01-01;5,0987;6508,40;299,170;804545500000;6481103000000,49;13,75;4,33;586535572000;1,95905e+13;1,046877546045776;1,080088983204291
2023-02-01;5,2072;6563,07;300,840;823682700000;6483197725927,43;13,75;4,57;591146792000;1,93320e+13;1,025077907513688;1,066922072427464
2023-03-01;5,0798;6609,67;301,836;900662600000;6485257094734,61;13,75;4,65;590971202000;1,91034e+13;1,052986099637952;1,069154420355676
2023-04-01;5,0001;6649,99;303,363;881892400000;6458154883073,98;13,75;4,83;589080456000;1,87816e+13;1,062123966233450;1,049777815882952
