date;ru_exchange;ru_gap;ru_gdp;ru_inflation;ru_interest;ru_m1;us_gap;us_gdp;us_inflation;us_interest;us_m1
2020-05-01;70,7520;0,850035436880595;24354461,49956555;186,58450;5,50;11209300000000;0,912063076480205;5072204,51396769;117,5819917406350;0,17;1,61663e+13
2020-06-01;69,9513;0,892072447520458;26441498,80448224;186,99500;4,50;11516400000000;0,946303727923575;5287377,35786001;118,2254059173010;0,20;1,65399e+13
2020-07-01;73,3633;0,913595301740380;27580834,40000049;187,64950;4,25;11817800000000;0,951984727271989;5349432,99999995;118,8234188085140;0,18;1,67418e+13
2020-08-01;74,6382;0,936203637286893;28709870,44422392;187,57450;4,25;11951300000000;0,958747062799218;5463314,91725868;119,1980940632090;0,15;1,68651e+13
2020-09-01;79,6845;0,955456626271876;29689994,34606446;187,44320;4,25;12072800000000;0,953846179398863;5470129,20914404;119,3641068443580;0,13;1,71325e+13
2020-10-01;79,3323;0,972746887108685;30967986,60000004;188,24920;4,25;12157700000000;0,974268925184006;5539370,00000022;119,4136355193980;0,12;1,73172e+13
2020-11-01;75,8599;0,989597521358234;30909305,26415531;189,58570;4,25;12134600000000;0,983087268327774;5494071,70318313;119,3407183033680;0,16;1,76372e+13
2020-12-01;73,8757;1,081629876445011;34018708,72202993;191,15930;4,25;12523900000000;0,981968605483963;5456163,88927612;119,4530750198920;0,17;1,79437e+13
2021-01-01;76,2527;0,995539669151314;26770985,20000013;192,44010;4,25;12429100000000;0,974008658862488;5444405,99999967;119,9612025378860;0,14;1,80801e+13
2021-02-01;74,4373;1,004717437055921;28005305,93094079;193,94110;4,25;12538100000000;0,969891811059231;5508159,24285225;120,6179160809980;0,11;1,82582e+13
2021-03-01;75,7023;1,043651167765250;31040298,25655306;195,22110;4,50;12569700000000;0,992422577464830;5690744,97258444;121,4722857254230;0,10;1,87156e+13
2021-04-01;74,3823;1,037982534653364;30853087,09999976;196,35340;5,00;12859888000000;1,003430639334371;5784815,99999982;122,4706554065360;0,11;1,90793e+13
2021-05-01;73,5870;1,057684247800138;31357960,05042364;197,80640;5,00;12752300000000;1,001548753187358;5833469,77644377;123,4525155293030;0,10;1,91618e+13
2021-06-01;72,3723;1,066160391926411;33189652,85233350;199,17130;5,50;12786500000000;1,003387877022596;5891614,60695293;124,5994712355340;0,09;1,93015e+13
2021-07-01;73,1388;1,062689777891213;33911192,50000107;199,78870;6,50;12938700000000;0,995515677719255;5883176,99999943;125,1988599232760;0,10;1,94440e+13
